Market Category,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
"Hatchback,Factory Tuner,High-Performance",Suzuki,Sidekick,1998,regular unleaded,95,4,MANUAL,rear wheel drive,4,Compact,4dr SUV,24,20,481,2000
Hatchback,Suzuki,Sidekick,1998,regular unleaded,95,4,AUTOMATIC,four wheel drive,4,Compact,4dr SUV,24,19,481,2107
"Hatchback,Factory Tuner,High-Performance",Suzuki,Sidekick,1998,regular unleaded,120,4,MANUAL,four wheel drive,4,Compact,4dr SUV,23,20,481,2125
"Hatchback,Factory Tuner,High-Performance",Suzuki,Sidekick,1998,regular unleaded,120,4,MANUAL,four wheel drive,4,Compact,4dr SUV,23,20,481,2078
"Hatchback,Factory Tuner,High-Performance",Suzuki,Sidekick,1998,regular unleaded,95,4,MANUAL,four wheel drive,4,Compact,4dr SUV,24,20,481,2019
Performance,Suzuki,Sidekick,1998,regular unleaded,95,4,MANUAL,rear wheel drive,2,Compact,Convertible SUV,24,21,481,2000
"Hatchback,Factory Tuner,High-Performance",Suzuki,Sidekick,1998,regular unleaded,120,4,MANUAL,rear wheel drive,4,Compact,4dr SUV,23,20,481,2027
"Hatchback,Factory Tuner,High-Performance",Suzuki,Sidekick,1998,regular unleaded,120,4,MANUAL,four wheel drive,4,Compact,4dr SUV,23,20,481,2153
Flex Fuel,Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,Large,Passenger Minivan,23,16,2031,42880
Flex Fuel,Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,Large,Passenger Minivan,23,16,2031,37400
Flex Fuel,Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,Large,Passenger Minivan,23,16,2031,40655
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,37445
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,35200
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,41035
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,35000
Flex Fuel,Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,Large,Passenger Minivan,23,16,2031,33960
Flex Fuel,Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,Large,Passenger Minivan,23,16,2031,46250
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,41750
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,28700
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,45120
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,31630
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,31430
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,38455
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,39780
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,26595
Flex Fuel,Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,Large,Passenger Minivan,23,16,2031,34180
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,38605
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,35410
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,31840
Flex Fuel,Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,Large,Passenger Minivan,23,16,2031,37620
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,31640
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,41245
Flex Fuel,Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,Large,Passenger Minivan,23,16,2031,40815
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,28850
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,41900
Flex Fuel,Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,Large,Passenger Minivan,23,16,2031,43040
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,39930
Flex Fuel,Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,Large,Passenger Minivan,23,16,2031,46410
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,37655
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,35210
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,45270
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,25,18,2031,26745
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,27,19,2031,29750
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,27,19,2031,32740
Flex Fuel,Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,all wheel drive,4,Large,Passenger Minivan,24,18,2031,35080
Flex Fuel,Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,all wheel drive,4,Large,Passenger Minivan,24,18,2031,43940
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,27,19,2031,42800
Flex Fuel,Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,all wheel drive,4,Large,Passenger Minivan,24,18,2031,41715
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,27,19,2031,38555
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,27,19,2031,32540
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,27,19,2031,42145
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,27,19,2031,39505
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,27,19,2031,36310
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,27,19,2031,36110
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,27,19,2031,40830
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,27,19,2031,27645
Flex Fuel,Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,all wheel drive,4,Large,Passenger Minivan,24,18,2031,38520
"Flex Fuel,Luxury,High-Performance",Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,27,19,2031,46170
Flex Fuel,Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,all wheel drive,4,Large,Passenger Minivan,24,18,2031,47310
Flex Fuel,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,19,14,549,30930
Flex Fuel,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,19,14,549,24515
Flex Fuel,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,17,13,549,30550
Flex Fuel,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,17,13,549,33935
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,310,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,17,13,549,32025
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,295,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,17,13,549,31735
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,195,6,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,21,15,549,20310
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,19,15,549,23850
Flex Fuel,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,19,14,549,29355
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,195,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,17,14,549,20960
Flex Fuel,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,17,13,549,31965
Flex Fuel,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,19,14,549,27730
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,19,15,549,25215
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,195,6,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,21,15,549,15840
Flex Fuel,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,17,13,549,27060
Flex Fuel,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,19,14,549,32690
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,18,14,549,29380
Luxury,GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,19,15,549,26820
Flex Fuel,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,19,14,549,30825
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,195,6,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,20,14,549,21465
Flex Fuel,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,17,13,549,28790
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,19,15,549,26555
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,295,8,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,19,14,549,28915
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,295,8,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,19,14,549,30675
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,195,6,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,21,15,549,16115
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,18,14,549,27850
Flex Fuel,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,19,14,549,29065
Flex Fuel,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,17,13,549,35520
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,19,15,549,24140
Luxury,GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,19,15,549,25325
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,295,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,17,13,549,30255
Flex Fuel,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,19,14,549,29015
Flex Fuel,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,17,13,549,33755
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,195,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,17,14,549,20715
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,295,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,17,13,549,33495
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,18,14,549,27580
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,195,6,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,21,15,549,20750
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,18,14,549,25845
Luxury,GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,18,14,549,28845
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,295,8,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,19,14,549,27430
Flex Fuel,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,19,14,549,31115
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,310,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,17,13,549,33785
Flex Fuel,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,19,14,549,26245
Luxury,GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,18,14,549,30340
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,18,14,549,27560
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,18,14,549,26295
Flex Fuel,GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,18,14,549,25850
Luxury,GMC,Sierra 1500 Classic,2007,regular unleaded,345,8,AUTOMATIC,all wheel drive,4,Large,Crew Cab Pickup,16,13,549,39125
Flex Fuel,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,17,13,549,32170
Hybrid,GMC,Sierra 1500 Hybrid,2011,regular unleaded,332,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,23,20,549,45425
Hybrid,GMC,Sierra 1500 Hybrid,2011,regular unleaded,332,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,23,20,549,48575
Hybrid,GMC,Sierra 1500 Hybrid,2011,regular unleaded,332,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,23,20,549,39095
Hybrid,GMC,Sierra 1500 Hybrid,2011,regular unleaded,332,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,23,20,549,42245
Hybrid,GMC,Sierra 1500 Hybrid,2012,regular unleaded,332,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,23,20,549,46790
Hybrid,GMC,Sierra 1500 Hybrid,2012,regular unleaded,332,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,23,20,549,40010
Hybrid,GMC,Sierra 1500 Hybrid,2012,regular unleaded,332,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,23,20,549,43210
Hybrid,GMC,Sierra 1500 Hybrid,2012,regular unleaded,332,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,23,20,549,49990
Hybrid,GMC,Sierra 1500 Hybrid,2013,regular unleaded,332,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,23,20,549,51935
Hybrid,GMC,Sierra 1500 Hybrid,2013,regular unleaded,332,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,23,20,549,48335
Hybrid,GMC,Sierra 1500 Hybrid,2013,regular unleaded,332,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,23,20,549,41555
Hybrid,GMC,Sierra 1500 Hybrid,2013,regular unleaded,332,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,23,20,549,45155
Flex Fuel,GMC,Sierra 1500,2015,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,23,16,549,43360
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,17,549,38540
Flex Fuel,GMC,Sierra 1500,2015,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,23,16,549,49965
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,24,18,549,36200
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,17,549,38840
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,17,549,42635
Flex Fuel,GMC,Sierra 1500,2015,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,23,16,549,43660
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,22,17,549,30610
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,24,18,549,35390
Flex Fuel,GMC,Sierra 1500,2015,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,16,549,46510
Flex Fuel,GMC,Sierra 1500,2015,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,16,549,53115
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,22,17,549,40045
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,24,18,549,27060
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,24,18,549,26670
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,24,18,549,38665
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,24,18,549,30695
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,24,18,549,38965
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,22,17,549,37800
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,17,549,42935
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,24,18,549,33595
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,22,17,549,34675
Flex Fuel,GMC,Sierra 1500,2015,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,23,16,549,40900
Flex Fuel,GMC,Sierra 1500,2015,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,22,16,549,44150
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,24,18,549,35690
Flex Fuel,GMC,Sierra 1500,2015,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,16,549,46810
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,22,17,549,30910
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,22,17,549,37500
Flex Fuel,GMC,Sierra 1500,2015,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,16,549,52815
Flex Fuel,GMC,Sierra 1500,2015,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,23,16,549,49665
Flex Fuel,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,24,18,549,33720
Flex Fuel,GMC,Sierra 1500,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,16,549,54240
Flex Fuel,GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,24,18,549,36230
Flex Fuel,GMC,Sierra 1500,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,16,549,47570
Flex Fuel,GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,24,18,549,34590
Flex Fuel,GMC,Sierra 1500,2016,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,23,16,549,51390
Flex Fuel,GMC,Sierra 1500,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,22,16,549,44910
Flex Fuel,GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,24,18,549,34465
Flex Fuel,GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,24,18,549,27715
Flex Fuel,GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,17,549,43505
Flex Fuel,GMC,Sierra 1500,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,16,549,47270
Flex Fuel,GMC,Sierra 1500,2016,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,23,16,549,41660
